"version","doi","id_var","Typ","Nachname","Vorname","Gender","Geburtsjahr","Partei","Region","Funktion","TikTok","TikTok_Link","Instagram","Facebook","TikTok_Follower","TikTok_Alter","TikTok_Videos","TikTok_Likes","TikTok_Bio","V1_Link","V1_Views","V1_Likes","V1_Kommentare","V1_Shares","V1_Setting","V1_Selfie","V1_Kleidung","V1_Call","V1_Musik","V1_Familie","V1_Partei","V1_Trend","V2_Link","V2_Views","V2_Likes","V2_Kommentare","V2_Shares","V2_Setting","V2_Selfie","V2_Kleidung","V2_Call","V2_Musik","V2_Familie","V2_Partei","V2_Trend","V3_Link","V3_Views","V3_Likes","V3_Kommentare","V3_Shares","V3_Setting","V3_Selfie","V3_Kleidung","V3_Call","V3_Musik","V3_Familie","V3_Partei","V3_Trend","V4_Link","V4_Views","V4_Likes","V4_Kommentare","V4_Shares","V4_Setting","V4_Selfie","V4_Kleidung","V4_Call","V4_Musik","V4_Familie","V4_Partei","V4_Trend","V5_Link","V5_Views","V5_Likes","V5_Kommentare","V5_Shares","V5_Setting","V5_Selfie","V5_Kleidung","V5_Call","V5_Musik","V5_Familie","V5_Partei","V5_Trend","V6_Link","V6_Views","V6_Likes","V6_Kommentare","V6_Shares","V6_Setting","V6_Selfie","V6_Kleidung","V6_Call","V6_Musik","V6_Familie","V6_Partei","V6_Trend","V7_Link","V7_Views","V7_Likes","V7_Kommentare","V7_Shares","V7_Setting","V7_Selfie","V7_Kleidung","V7_Call","V7_Musik","V7_Familie","V7_Partei","V7_Trend","V8_Link","V8_Views","V8_Likes","V8_Kommentare","V8_Shares","V8_Setting","V8_Selfie","V8_Kleidung","V8_Call","V8_Musik","V8_Familie","V8_Partei","V8_Trend","V9_Link","V9_Views","V9_Likes","V9_Kommentare","V9_Shares","V9_Setting","V9_Selfie","V9_Kleidung","V9_Call","V9_Musik","V9_Familie","V9_Partei","V9_Trend","V10_Link","V10_Views","V10_Likes","V10_Kommentare","V10_Shares","V10_Setting","V10_Selfie","V10_Kleidung","V10_Call","V10_Musik","V10_Familie","V10_Partei","V10_Trend"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","417","Person","Löcker","Theodor Felix","männlich",2003,"GRÜNE","Wien","Landtag","ja","https://www.tiktok.com/@theo_loecker","ja","nein",1100,2454,48,18000,"Jüngster Gemeinderat ()Wien. Grüner mit und","https://www.tiktok.com/@theo_loecker/video/7496897537446661398",51200,4138,425,319,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7494675309137104150",47400,2626,216,83,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7574474344131513603",15500,1929,23,79,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7489110578724687126",29800,1480,20,67,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7545517054560914710",16700,1077,52,50,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7579666767908211990",4671,196,19,23,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7526517654832631062",18400,45200,18,14,"Arbeit","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7564799973548723478",9803,451,114,24,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7497577751902293270",13100,435,18,16,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@theo_loecker/video/7493597982751952151",5814,313,189,12,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","418","Person","Mader","Christian","männlich",1979,"ÖVP","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","419","Person","Mader","Thomas","männlich",1965,"SPÖ","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","420","Person","Mahdalik","Anton","männlich",1966,"FPÖ","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","421","Person","Mahr","Herwig","männlich",1959,"FPÖ","Oberösterreich","Landtag","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","422","Person","Mahrer","Karl","männlich",1955,"ÖVP","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","423","Person","Maier","Michael","männlich",1975,"ÖVP","Kärnten","Landtag","nein",NA,"nein","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","424","Person","Maier","Dominic","männlich",1989,"FPÖ","Salzburg","Landtag","ja","https://www.tiktok.com/@dominic__maier","ja","ja",289,1169,14,693,"Abgeordneter zum Salzburger Landtag, Politikwissenschafter, Historiker, Soldat","https://www.tiktok.com/@dominic__maier/video/7145099272034258181",3766,157,6,10,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7140210717315075333",1555,116,0,2,"Arbeit","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7192148367965834501",1369,95,0,1,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7207424461300124934",2854,90,0,4,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7248494890416409883",785,39,2,1,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7209707878754553093",472,33,1,1,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7140610741706575109",867,31,0,0,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7236041967405157659",954,26,2,3,"Privat","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7140966483277909253",899,21,0,1,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dominic__maier/video/7147688419173338373",949,20,0,2,"Privat","nein","leger","ja","ja","nein","erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","425","Person","Maier","Thomas","männlich",1991,"FPÖ","Steiermark","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","426","Person","Maier","Reinhold","männlich",1977,"FPÖ","Österreich","Nationalrat","nein",NA,"nein","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","427","Person","Mainusch","Dominik","männlich",1991,"ÖVP","Tirol","Landtag","ja","https://www.tiktok.com/@dominikmainusch51","ja","ja",592,137,1,242,NA,"https://www.tiktok.com/@dominikmainusch51/video/7523087100602797334",5143,242,8,29,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","428","Person","Mair","Gebi","männlich",1984,"GRÜNE","Tirol","Landtag","ja","https://www.tiktok.com/@gebimair","ja","ja",1551,1251,265,15900,"Umweltfighter im Tiroler Landtag. ️","https://www.tiktok.com/@gebimair/video/7544026296628612374",23600,971,39,211,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@gebimair/video/7123666120791362821",23100,785,4,4,"Privat","nein",NA,"nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@gebimair/video/7378161733782850848",17500,722,600,17,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@gebimair/video/7504408506615778582",18400,701,5,300,"Arbeit","nein",NA,"nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@gebimair/video/7432400482074676513",465600,362,19,10,"Privat","ja","leger","nein","nein","ja","nicht erkennbar","nein","https://www.tiktok.com/@gebimair/video/7561151445530184982",19100,347,56,38,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@gebimair/video/7475849415299714326",14300,339,23,45,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@gebimair/video/7122906711152774405",22700,331,60,19,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@gebimair/video/7243648459524328730",22900,319,145,96,"Privat","nein",NA,"nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@gebimair/video/7390739314381966625",15400,304,29,22,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","429","Person","Mair","Astrid","weiblich",1981,"ÖVP","Tirol","Landesregierung","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","430","Person","Mair","Klaus","männlich",1977,"ÖVP","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","431","Person","Mak","Hannes","männlich",1982,"ÖVP","Kärnten","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","432","Person","Malle","Markus","männlich",1971,"ÖVP","Kärnten","Landtag","ja","https://www.tiktok.com/@markus.malle","ja","ja",1204,1297,64,7238,NA,"https://www.tiktok.com/@markus.malle/video/7362074020692495649",26300,2337,407,635,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7428155955638062369",37400,1825,17,113,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7496864418362330390",74500,1464,129,90,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7364365849316068640",5296,190,1,3,"Privat","nein",NA,"nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7485673003116793110",6340,177,34,43,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7434442969131781408",4244,75,6,13,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7258649879440870682",2268,66,0,5,"Privat","nein",NA,"nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7369544999484001568",2939,57,5,6,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7378878090388213024",1187,54,2,1,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@markus.malle/video/7092781152011963654",292,50,0,0,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","433","Person","Malle","Julia","weiblich",1983,"GRÜNE","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","434","Person","Mandl","Lukas","männlich",1979,"ÖVP","EU","EP","ja","https://www.tiktok.com/@lukasmandl.eu","ja","ja",1623,1022,120,14400,"Österreichischer Europaabgeordneter","https://www.tiktok.com/@lukasmandl.eu/video/7352862661798923553",54300,4036,460,206,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@lukasmandl.eu/video/7351362925568838945",18300,1487,84,21,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@lukasmandl.eu/video/7351893392135163168",17300,1295,70,66,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@lukasmandl.eu/video/7352892444997848352",10900,747,37,2,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@lukasmandl.eu/video/7348369075669683488",8472,626,30,19,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@lukasmandl.eu/video/7353937941447675169",6856,467,22,29,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@lukasmandl.eu/video/7351110061537725729",4779,279,5,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@lukasmandl.eu/video/7348071803702594848",4663,261,2,4,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@lukasmandl.eu/video/7439785407971151136",3574,193,17,2,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@lukasmandl.eu/video/7352661896178208032",3766,189,4,0,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","435","Person","Manhal","Elisabeth","weiblich",1977,"ÖVP","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","436","Person","Marchetti","Nico","männlich",1990,"ÖVP","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","437","Person","Margreiter","Doris","weiblich",1968,"SPÖ","Oberösterreich","Landtag","ja","https://www.tiktok.com/@dorismargreiter","ja","ja",429,983,9,360,"Landtagsabgeordnete der @SPÖ_Oberösterreich Bildung | Tourismus","https://www.tiktok.com/@dorismargreiter/video/7487896476979449110",2326,99,7,5,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7209188981978828037",1249,58,9,1,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7491293700593650966",1475,46,0,3,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7494723039158996246",2810,44,2,6,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7532569383852444950",2669,43,3,3,"Arbeit","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7522567420180057366",2643,26,0,1,"Privat","nein","leger","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/photo/7499951168043355414",2239,20,0,1,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7501306903209807106",79,15,0,0,"Privat","nein","leger","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@dorismargreiter/video/7569156029582183702",325,7,1,1,"Privat","nein","leger","nein","ja","nein","erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","438","Person","Markut","Karl","männlich",1954,"Team Kärnten - Liste Köfer","Kärnten","Landtag","nein",NA,"nein","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
